Crop,pH,Temp,Rain,Humidity,Nitrogen,Phosphorus,Potassium,Oxygen
cauliflower,6,15,446,78,160,55,199,19
cauliflower,6,15,400,76,145,40,153,21
cauliflower,6,25,591,73,123,43,157,21
cauliflower,7,23,503,73,142,40,193,19
cauliflower,6,19,429,74,135,56,185,20
cauliflower,7,22,440,78,147,50,193,18
cauliflower,6,21,555,72,149,45,176,18
cauliflower,7,22,488,73,148,47,194,21
cauliflower,6,24,508,73,145,49,183,18
cauliflower,6,21,432,73,143,59,193,21
cauliflower,7,18,530,72,134,58,197,18
cauliflower,7,18,594,76,134,57,196,18
cauliflower,6,22,416,76,137,51,186,19
cauliflower,6,20,529,80,121,41,179,21
cauliflower,7,17,420,72,136,54,175,19
cauliflower,7,21,517,76,156,53,183,18
cauliflower,6,25,582,77,154,47,167,21
cauliflower,6,22,508,75,127,51,156,19
cauliflower,6,25,473,72,141,43,188,19
cauliflower,7,22,494,79,132,45,179,20
cauliflower,7,25,420,77,159,43,189,18
cauliflower,7,24,477,73,153,55,157,19
cauliflower,7,25,551,70,159,47,160,19
cauliflower,7,19,580,71,121,57,167,21
cauliflower,6,21,545,71,140,54,185,20
cauliflower,7,25,526,78,147,49,153,20
cauliflower,6,23,476,79,134,58,189,21
cauliflower,7,19,569,71,158,41,161,21
cauliflower,7,20,532,74,150,60,196,18
cauliflower,7,25,505,78,133,48,194,18
cauliflower,7,22,476,71,135,49,173,20
celery,7,15,699,64,104,59,116,18
celery,7,15,785,61,115,58,126,21
celery,6,22,796,68,91,59,111,19
celery,7,20,611,62,85,42,145,21
celery,6,16,766,61,98,44,141,19
celery,6,18,797,65,89,56,132,20
celery,7,24,659,70,119,50,122,21
celery,6,23,778,69,119,44,119,21
celery,7,17,606,66,94,48,142,21
celery,7,23,605,67,88,49,118,18
celery,7,15,701,62,113,40,150,19
celery,6,24,636,60,98,46,106,20
celery,6,19,735,60,94,45,140,20
celery,6,19,745,67,92,55,114,21
celery,6,21,777,68,84,59,111,20
celery,6,19,638,65,117,48,114,21
celery,7,22,665,61,105,55,136,20
celery,6,20,601,66,120,41,110,18
celery,6,19,676,67,119,46,139,19
celery,6,19,653,70,85,60,107,18
celery,6,21,782,65,82,42,111,20
celery,7,16,691,63,94,52,122,21
celery,6,23,603,70,90,53,106,18
celery,6,18,664,70,83,48,117,20
celery,6,22,668,64,88,48,119,18
celery,7,20,689,61,83,44,146,20
celery,6,22,605,64,112,58,110,19
celery,7,17,784,66,105,53,132,19
celery,6,16,772,63,83,42,125,21
celery,7,18,623,69,92,42,111,19
celery,6,25,783,68,111,43,120,18
celery,6,16,676,63,111,48,138,20
celery,7,24,693,70,82,55,128,18
celery,6,19,639,62,85,55,124,21
celery,6,16,674,62,104,57,130,19
celery,7,25,719,63,106,44,150,19
celery,6,22,753,61,83,55,119,18
celery,6,23,674,61,87,47,142,19
celery,7,17,687,63,88,55,126,20
celery,7,20,784,62,97,60,111,18
celery,6,15,785,67,114,55,126,21
celery,7,25,618,66,91,54,114,20
celery,7,20,733,64,102,40,107,18
celery,7,23,693,64,107,60,141,18
celery,6,21,667,62,118,52,110,18
celery,7,16,740,62,99,51,139,20
celery,6,25,622,70,107,51,128,20
celery,7,24,728,67,99,58,119,21
celery,7,21,669,60,120,55,106,21
celery,7,17,783,69,84,40,138,19
celery,7,24,669,61,109,54,113,21
celery,7,16,753,64,114,50,138,19
celery,6,18,722,66,109,49,126,21
celery,6,15,736,70,92,40,135,20
celery,7,15,697,70,100,58,110,19
celery,6,23,692,63,111,52,123,21
celery,6,20,644,68,92,59,123,19
celery,6,19,743,68,113,52,101,18
celery,6,22,724,60,89,53,146,20
celery,7,24,641,60,81,57,146,19
celery,7,19,787,61,111,42,130,20
celery,6,24,639,68,87,49,102,19
celery,6,19,688,61,100,44,122,19
celery,7,23,775,70,99,54,106,18
celery,6,17,745,64,112,58,128,21
celery,7,24,651,66,102,52,125,21
celery,7,24,739,65,90,58,101,19
celery,7,18,778,61,86,58,149,21
celery,6,23,639,65,116,52,136,20
celery,6,19,673,62,110,47,148,18
celery,7,20,712,66,103,45,100,18
celery,7,20,604,65,102,48,116,21
celery,7,18,611,67,106,49,109,20
celery,6,17,796,61,85,41,105,20
celery,6,18,723,68,93,52,108,20
celery,6,18,747,67,102,55,102,20
celery,7,15,605,61,94,45,113,20
celery,6,19,627,70,96,58,103,18
celery,7,21,776,69,117,43,107,18
celery,6,15,694,68,114,49,143,20
celery,6,16,602,66,90,42,146,19
celery,6,17,693,65,105,41,107,20
celery,7,22,639,64,98,52,103,19
celery,7,23,783,63,107,52,105,21
celery,6,18,614,63,92,42,104,20
celery,7,18,611,67,114,54,117,18
celery,7,22,601,62,88,41,101,20
celery,6,18,708,63,94,48,127,20
celery,6,15,701,70,109,40,105,21
celery,7,20,626,63,117,52,137,20
celery,7,16,786,61,115,56,132,19
celery,6,15,635,62,111,57,134,20
celery,6,21,796,60,87,41,130,21
celery,7,22,755,63,89,59,115,21
celery,6,21,657,65,108,59,126,21
celery,6,22,618,62,106,43,101,19
celery,6,20,659,64,116,60,108,20
celery,7,22,769,62,120,45,124,20
celery,6,20,769,63,111,60,136,21
celery,7,17,765,61,95,58,150,19
celery,6,20,786,62,93,50,147,21
celery,7,20,786,60,102,60,127,19
celery,7,16,796,69,104,59,116,18
celery,6,18,628,67,118,53,134,21
celery,7,17,619,60,98,46,128,20
celery,7,23,620,61,92,51,114,20
celery,6,18,780,63,113,57,143,19
celery,7,16,778,63,97,57,125,20
celery,6,15,713,63,118,46,101,19
celery,6,21,615,60,84,56,140,19
celery,7,17,620,60,115,53,124,18
celery,7,23,761,63,108,40,119,21
celery,7,18,769,66,116,42,118,20
celery,6,25,704,65,110,55,136,21
celery,6,20,627,69,102,58,144,19
celery,6,21,609,67,102,45,103,21
celery,7,23,642,66,112,48,127,18
celery,7,19,645,64,85,41,109,18
celery,7,19,740,66,95,51,101,20
celery,6,17,715,66,101,44,111,20
celery,7,23,678,67,108,50,141,21
celery,6,23,702,61,84,41,134,21
celery,7,24,746,70,83,55,146,21
celery,7,25,722,64,92,59,149,19
celery,7,24,765,61,91,52,107,21
celery,6,18,742,69,93,58,147,20
celery,7,16,620,60,81,49,122,21
celery,7,15,617,64,90,46,109,18
celery,7,19,721,66,109,43,106,21
celery,6,24,641,61,85,47,136,20
celery,7,25,784,64,85,51,130,18
celery,7,15,644,62,107,45,143,18
celery,6,18,653,62,118,51,141,20
celery,7,22,743,62,87,49,128,19
celery,7,18,656,60,118,47,137,19
celery,7,15,708,65,89,56,141,21
celery,7,25,731,68,82,55,129,20
celery,7,17,712,65,115,55,125,21
celery,7,15,722,68,96,57,106,18
celery,6,25,684,66,95,49,145,19
celery,7,18,613,60,98,40,127,21
celery,7,21,786,68,84,45,140,18
celery,7,22,746,61,86,59,133,18
celery,7,18,664,70,116,47,149,18
celery,7,21,600,63,103,45,120,19
celery,6,25,673,66,91,53,139,19
celery,7,23,614,64,80,59,143,20
celery,7,21,777,62,107,44,144,20
celery,6,19,786,62,113,59,104,20
celery,7,23,718,67,96,46,123,18
celery,7,19,723,66,88,56,138,19
celery,6,25,649,65,108,53,106,19
celery,6,25,745,70,89,55,118,20
celery,6,17,601,70,108,42,128,18
celery,6,15,631,61,118,46,113,20
celery,7,15,745,70,91,54,101,21
celery,6,21,623,62,85,58,135,21
celery,7,21,625,63,88,56,103,20
celery,7,24,631,68,114,46,106,19
celery,6,22,666,64,87,48,111,21
celery,6,17,777,69,111,56,132,20
celery,6,20,603,60,116,41,129,21
celery,7,19,667,67,111,54,135,20
celery,6,16,698,64,97,41,142,21
celery,6,15,675,70,82,41,112,19
celery,6,23,670,61,94,45,148,20
celery,6,22,601,64,107,48,100,19
celery,7,20,791,64,107,50,139,18
celery,7,23,689,60,102,50,111,20
celery,7,24,710,60,115,55,136,21
celery,7,19,742,67,84,58,128,19
celery,6,24,666,70,83,40,102,19
celery,7,24,685,68,82,49,125,21
celery,6,15,710,60,114,50,106,19
celery,7,15,717,65,120,41,129,18
celery,7,17,680,70,101,41,121,21
celery,7,23,778,64,84,53,107,19
celery,6,15,656,64,120,59,106,18
celery,6,24,764,61,84,56,135,21
celery,6,15,750,68,92,52,134,18
celery,6,19,775,69,120,41,131,20
celery,6,18,615,62,88,55,144,21
celery,7,15,632,64,114,51,109,18
celery,7,19,642,69,108,44,118,21
celery,7,23,605,70,105,46,109,21
celery,7,17,663,68,83,41,118,20
celery,7,17,779,67,108,43,139,21
celery,6,25,751,68,105,45,144,18
celery,7,18,621,68,119,56,111,21
celery,7,19,720,63,105,49,107,18
celery,6,15,647,70,93,52,125,21
celery,6,19,614,67,117,41,138,18
celery,7,23,744,63,95,50,118,19
celery,6,23,679,62,117,55,110,18
celery,6,15,657,62,95,46,127,18
celery,6,24,770,63,92,48,131,20
celery,7,19,787,64,111,49,138,18
celery,6,21,736,65,102,60,142,18
celery,6,18,606,61,83,50,118,19
celery,6,21,723,65,93,58,134,19
celery,7,21,715,63,87,40,144,20
celery,6,22,617,63,114,53,138,18
celery,7,19,616,70,93,58,140,18
celery,7,18,784,66,98,44,115,19
celery,6,16,603,65,114,54,109,19
celery,6,25,682,62,105,52,107,20
celery,7,23,716,61,90,46,140,21
celery,6,21,746,64,101,44,125,18
celery,7,23,624,60,85,55,120,18
celery,6,16,661,69,110,56,135,18
celery,7,21,790,68,108,56,125,18
celery,6,20,613,66,110,40,136,20
celery,7,23,767,66,92,57,124,20
celery,7,15,682,65,87,48,104,18
celery,7,23,667,66,119,59,114,18
celery,6,20,795,68,85,59,141,21
celery,6,22,767,66,88,46,107,18
celery,6,20,620,67,113,43,131,20
celery,7,15,723,60,83,40,105,21
celery,6,24,627,70,90,47,124,21
celery,7,25,727,67,89,44,116,20
celery,7,23,680,66,93,46,123,21
celery,7,24,671,69,109,47,148,20
celery,7,16,642,68,115,56,144,19
celery,7,20,604,60,114,53,133,21
celery,6,17,678,68,102,58,150,20
celery,7,18,663,67,89,41,128,18
celery,7,18,657,67,82,53,138,19
celery,7,25,602,60,103,40,100,21
celery,7,16,644,66,106,53,101,18
celery,6,22,692,70,81,43,106,18
celery,7,18,615,61,119,57,141,19
celery,7,22,613,64,105,48,140,20
celery,7,15,613,62,108,56,140,18
celery,7,21,673,61,88,55,126,20
celery,6,17,712,66,117,49,126,18
celery,7,21,754,68,120,40,119,20
celery,7,20,712,69,82,40,117,20
celery,6,22,732,66,116,48,106,18
celery,7,23,724,69,82,47,103,20
celery,6,19,709,66,82,53,120,19
celery,6,24,624,62,92,51,132,20
celery,7,16,635,60,110,54,108,20
celery,7,19,607,64,82,41,140,19
celery,6,18,710,61,108,56,129,20
celery,7,17,773,63,100,45,102,18
celery,6,24,703,62,102,59,145,20
celery,7,19,766,64,118,42,123,21
celery,7,21,791,66,117,59,137,18
celery,6,18,666,67,88,60,127,20
celery,7,18,613,66,91,50,136,21
celery,6,20,674,60,91,48,127,19
celery,6,16,646,61,84,54,142,21
celery,6,16,747,62,96,52,145,21
celery,7,18,735,69,88,41,123,19
celery,6,22,754,63,104,46,142,18
celery,6,22,607,69,100,46,150,19
celery,7,24,785,63,115,52,137,21
celery,7,25,715,64,85,60,101,20
celery,7,22,650,60,83,46,140,20
celery,7,18,638,64,118,47,115,20
celery,7,24,649,60,118,48,137,19
celery,6,16,692,69,99,52,141,21
celery,6,16,608,63,117,45,113,21
celery,7,22,733,66,105,47,133,19
celery,7,25,798,67,113,45,121,21
celery,6,24,612,64,94,57,142,21
celery,7,16,625,68,106,57,130,20
celery,7,19,637,64,108,45,137,18
celery,7,16,789,67,87,43,109,18
celery,7,24,732,66,84,41,120,18
celery,6,16,649,67,111,43,117,19
celery,6,25,674,66,106,53,129,21
celery,7,19,732,60,108,46,137,20
celery,7,25,711,68,100,41,128,21
celery,6,22,671,60,102,59,110,19
celery,6,24,759,70,85,42,131,21
celery,7,23,781,65,105,52,124,20
celery,7,18,789,68,103,41,112,20
celery,7,25,674,66,103,51,111,19
celery,7,22,713,67,80,60,122,18
celery,6,18,602,60,99,50,102,21
celery,7,20,704,67,93,52,129,19
celery,6,19,608,68,88,54,111,18
celery,6,25,761,65,104,43,140,21
celery,6,21,694,62,104,51,142,20
celery,6,19,745,69,99,55,130,19
celery,7,20,718,64,98,55,122,19
celery,7,22,709,67,100,42,119,20
celery,7,15,789,69,82,48,113,18
celery,6,19,730,70,109,57,112,19
celery,7,24,764,63,115,46,131,20
celery,7,25,700,70,100,44,128,18
celery,7,24,748,67,84,53,126,18
celery,7,15,696,70,86,53,142,20
celery,6,24,618,69,94,41,137,21
celery,6,15,784,67,82,41,143,18
celery,6,19,647,65,115,56,141,18
celery,7,25,674,70,96,43,140,21
celery,6,15,720,66,111,44,128,20
celery,7,24,701,66,85,56,115,20
celery,6,22,692,65,87,48,127,19
celery,7,15,683,62,87,53,126,20
celery,6,24,623,68,84,58,141,20
celery,6,16,788,62,82,46,140,21
celery,7,22,693,67,98,53,143,18
celery,6,24,641,70,110,57,130,19
celery,6,15,710,69,87,55,135,19
celery,7,18,788,69,118,45,128,21
celery,6,20,780,67,100,44,142,19
celery,7,19,643,70,102,59,148,21
celery,6,24,678,62,111,50,110,21
celery,7,25,732,60,111,45,125,20
celery,6,15,719,70,81,57,123,20
celery,6,20,754,67,84,57,117,19
celery,7,17,784,70,111,46,110,21
celery,7,20,686,68,109,47,132,18
celery,6,15,679,67,114,48,130,18
celery,6,16,744,60,116,44,139,20
celery,6,24,724,67,106,51,146,18
celery,6,21,618,60,98,41,110,20
celery,6,23,771,68,112,48,130,21
celery,6,17,613,65,110,43,129,20
celery,6,22,762,60,96,45,137,21
celery,7,23,655,69,97,60,149,19
celery,6,21,668,65,87,58,149,21
celery,7,22,716,61,94,55,148,18
celery,6,20,688,66,102,55,140,19
celery,7,25,698,70,89,55,136,20
celery,7,25,751,70,89,48,142,20
celery,7,20,690,66,89,51,130,20
celery,7,22,728,60,116,53,115,20
celery,7,19,654,61,89,56,144,19
celery,7,21,695,60,93,44,106,19
celery,7,15,678,70,90,50,149,18
celery,6,16,652,64,117,51,129,20
celery,6,24,779,65,104,47,149,18
celery,6,25,697,64,103,58,134,18
celery,6,21,775,64,95,42,111,18
celery,6,17,757,61,95,44,115,21
celery,7,23,704,66,80,58,147,19
celery,6,15,703,60,97,60,113,19
celery,6,17,756,67,120,56,137,18
celery,7,25,619,69,101,54,137,18
celery,7,24,776,61,119,43,127,20
celery,6,16,643,70,80,58,144,21
celery,6,16,690,62,120,47,108,19
celery,6,15,618,69,95,46,118,20
celery,6,22,735,64,87,50,127,21
celery,7,20,651,60,102,50,131,21
celery,6,22,637,64,118,60,135,19
celery,6,18,657,61,86,51,122,19
celery,6,22,688,68,116,60,125,19
celery,6,19,747,66,117,47,115,21
celery,6,22,656,70,93,56,141,21
celery,7,23,634,69,91,47,122,18
celery,6,25,721,60,89,59,142,20
celery,7,19,628,70,118,42,128,19
celery,6,16,679,62,111,45,114,18
celery,6,21,716,64,114,49,130,18
celery,7,16,757,67,118,60,146,18
celery,6,19,693,67,112,59,103,21
celery,7,24,683,66,100,41,119,19
celery,7,18,615,63,83,44,135,21
celery,6,20,681,65,98,57,142,18
celery,7,18,611,62,91,57,114,20
celery,7,25,732,66,116,43,122,20
celery,6,19,752,68,96,57,128,20
celery,7,16,600,60,80,57,107,18
celery,6,23,732,70,97,52,140,20
celery,7,20,619,60,110,44,139,18
celery,7,19,678,64,80,47,141,20
celery,6,20,609,64,115,54,135,18
celery,7,22,776,62,96,44,122,18
celery,7,21,747,66,114,59,144,20
celery,7,20,631,70,116,54,149,18
celery,6,24,734,60,119,51,128,19
celery,6,23,759,66,83,52,111,21
celery,7,19,798,60,88,59,108,19
celery,6,16,632,63,94,54,134,19
celery,6,21,611,62,84,49,118,18
celery,6,17,636,63,95,59,102,20
celery,6,20,630,60,85,44,101,21
celery,6,16,635,70,103,54,133,18
celery,6,17,733,64,96,42,150,21
celery,7,23,798,68,89,43,104,20
celery,6,19,766,63,88,43,106,20
celery,7,16,758,68,93,58,135,18
celery,7,18,604,70,85,55,147,18
celery,6,19,728,68,99,47,130,19
celery,7,15,692,60,80,47,148,21
celery,7,19,718,65,115,49,125,19
celery,6,15,642,65,84,50,141,20
celery,6,19,724,69,96,60,150,19
celery,7,22,680,66,91,44,101,21
celery,6,21,771,63,104,44,125,18
celery,7,23,773,65,109,48,150,19
celery,6,23,658,64,100,57,143,18
celery,7,25,705,64,111,57,115,20
celery,6,25,797,69,101,50,125,20
celery,6,20,657,63,100,46,100,18
celery,7,21,602,60,96,54,113,19
celery,6,25,796,60,108,46,139,18
celery,7,23,793,60,97,40,107,20
celery,7,17,731,63,112,45,121,18
celery,6,17,651,68,110,44,132,21
celery,7,15,663,61,90,44,125,21
celery,7,22,714,65,111,44,134,20
celery,6,22,601,69,92,42,137,21
celery,6,25,784,61,88,40,107,21
celery,6,17,663,64,102,41,104,19
celery,7,19,788,68,80,40,130,21
celery,7,21,757,68,99,50,144,19
celery,7,15,789,63,104,53,106,18
celery,6,21,782,70,105,52,110,21
celery,6,16,699,70,87,49,116,18
celery,6,15,744,60,88,55,148,21
celery,6,24,790,62,107,46,105,19
celery,6,18,665,63,114,52,111,21
celery,7,16,781,67,87,50,141,21
celery,6,25,766,62,109,44,141,20
celery,7,16,646,65,114,47,128,21
celery,6,23,673,70,106,54,135,21
celery,6,19,604,63,120,53,108,20
celery,6,16,729,65,119,54,132,21
celery,7,18,764,64,90,57,134,20
celery,7,22,609,66,108,52,110,18
celery,7,19,670,68,116,41,124,19
celery,7,22,671,62,111,53,106,20
celery,7,22,683,64,95,50,147,19
celery,7,18,662,60,84,46,131,20
celery,6,22,715,70,109,58,138,20
celery,6,16,665,69,111,59,133,19
celery,7,17,739,63,83,49,131,19
celery,7,15,639,66,117,45,119,21
celery,7,24,718,69,113,51,121,21
celery,6,15,684,68,98,55,123,19
celery,7,17,614,60,112,41,134,18
celery,6,25,659,65,109,55,145,19
celery,6,21,766,61,114,53,144,20
celery,6,20,639,67,107,43,147,21
celery,7,21,757,65,107,57,123,18
celery,7,24,702,67,115,57,105,18
celery,7,17,686,70,90,41,130,21
celery,7,18,770,61,100,41,112,19
celery,7,24,668,69,116,51,134,21
celery,7,21,654,70,92,53,121,19
celery,7,19,686,63,97,40,140,20
celery,6,22,603,69,100,53,122,18
celery,6,25,691,60,107,50,147,18
celery,7,19,729,68,92,47,145,18
celery,7,15,755,66,90,45,107,21
celery,6,16,602,61,95,42,149,18
celery,6,21,789,69,91,44,146,21
celery,7,21,794,63,99,47,122,18
celery,6,23,734,69,117,45,115,21
celery,6,16,621,65,92,55,131,18
celery,7,15,602,70,82,43,122,18
celery,6,24,776,65,116,60,111,21
celery,7,15,607,69,117,50,104,20
celery,7,22,639,65,84,42,132,20
celery,6,21,700,69,80,40,128,20
celery,6,23,745,65,110,60,134,20
celery,7,24,625,65,106,48,148,21
celery,6,18,676,64,116,54,106,19
celery,7,22,692,70,87,52,141,19
celery,6,18,724,68,84,46,102,21
celery,6,20,774,70,116,60,114,18
celery,7,16,717,60,97,45,127,18
celery,6,21,703,66,80,47,137,18
celery,6,15,626,69,110,47,113,20
celery,7,24,737,65,113,42,127,20
celery,6,19,744,61,81,50,117,19
celery,6,15,721,61,91,49,139,21
celery,6,25,753,60,98,44,109,20
celery,6,15,789,61,94,58,131,18
celery,6,17,701,69,83,44,103,21
celery,6,20,776,66,104,52,129,21
celery,6,20,711,68,112,42,117,19
celery,7,23,759,69,100,57,145,18
celery,7,17,786,66,91,48,135,21
celery,7,16,790,68,83,41,101,18
celery,7,18,727,66,92,47,121,19
celery,6,24,732,70,96,48,129,18
celery,6,19,717,70,87,52,137,18
celery,7,22,628,70,106,52,116,19
celery,6,21,713,66,117,44,135,20
celery,7,15,701,65,113,47,130,20
celery,6,25,713,63,94,49,119,21
celery,6,19,704,62,119,46,104,20
celery,7,23,722,66,89,43,125,20
celery,6,25,695,70,80,46,116,21
celery,7,22,715,68,95,45,104,19
celery,7,22,742,68,113,51,148,19
celery,6,25,787,62,102,50,133,20
celery,7,15,726,68,107,58,114,18
celery,6,25,632,64,108,43,145,21
celery,6,22,706,66,103,40,119,21
celery,6,21,733,66,117,56,112,20
celery,6,25,772,66,95,42,126,19
celery,7,23,731,65,112,52,149,19
celery,7,16,742,60,104,54,104,20
celery,7,21,786,65,94,50,121,19
celery,6,21,650,70,118,51,111,18
celery,6,17,617,63,103,56,119,20
celery,6,18,696,66,97,48,118,19
celery,6,20,711,67,97,56,113,20
celery,7,15,613,61,96,54,117,21
celery,6,20,676,65,108,40,130,19
celery,6,16,719,62,115,54,137,21
celery,7,23,645,63,102,59,133,21
celery,6,23,641,61,91,53,121,18
celery,7,23,688,63,100,55,128,18
celery,7,21,625,68,91,49,132,20
celery,6,15,741,69,91,59,134,19
celery,7,16,794,68,113,40,113,19
celery,7,24,748,63,115,56,132,19
celery,6,25,671,63,94,60,150,20
celery,6,24,615,62,109,55,115,19
celery,6,16,650,66,81,51,125,19
celery,7,22,688,63,104,48,113,20
celery,7,22,728,70,120,49,145,19
celery,6,22,687,68,105,55,131,21
celery,7,21,750,67,114,41,138,18
celery,6,22,733,69,109,60,110,19
celery,7,19,623,68,89,58,128,21
celery,7,22,733,66,103,53,142,19
celery,6,23,700,70,100,45,100,21
celery,6,20,797,68,97,55,111,18
celery,7,23,621,63,112,56,135,19
celery,7,21,756,68,106,46,112,19
celery,6,24,699,62,98,41,141,18
celery,7,25,734,65,112,53,119,19
celery,7,25,735,61,93,52,147,19
celery,6,19,638,63,102,57,114,19
celery,7,16,704,63,115,44,150,21
celery,6,22,764,68,92,41,145,19
celery,7,23,773,68,84,49,127,20
celery,7,18,727,60,116,54,110,20
celery,6,20,792,65,101,40,108,20
celery,6,17,745,62,80,41,121,21
celery,7,17,796,66,114,60,116,20
celery,7,15,734,61,110,42,121,20
celery,7,21,606,67,102,50,134,20
celery,6,19,649,69,84,42,122,18
celery,7,24,640,62,99,44,108,20
celery,7,20,739,64,94,53,147,18
celery,6,19,651,69,94,51,126,20
celery,6,22,646,67,91,53,111,19
celery,7,17,796,68,84,60,137,19
celery,6,23,752,70,113,51,108,21
celery,7,24,797,65,99,50,109,19
celery,6,22,800,70,120,52,120,18
celery,7,18,638,63,96,46,100,21
celery,7,17,772,66,106,41,143,20
celery,6,21,779,61,102,51,146,21
celery,7,17,770,66,98,49,125,18
celery,6,22,747,64,113,50,128,18
celery,6,17,621,63,86,54,108,20
celery,7,16,769,60,111,60,140,20
celery,6,21,786,60,118,51,107,20
celery,6,21,609,70,110,53,136,21
celery,7,22,655,60,108,59,148,19
celery,6,22,647,68,120,60,105,20
celery,7,19,757,64,91,55,148,19
celery,6,20,623,67,92,57,121,21
celery,7,20,768,65,104,53,115,18
celery,6,17,742,69,120,40,113,19
celery,7,22,726,69,120,44,150,18
celery,7,19,667,65,119,56,135,20
celery,7,24,677,64,95,59,102,20
celery,6,21,670,64,85,59,146,18
celery,7,20,799,68,87,52,129,20
celery,6,25,630,69,82,43,141,18
celery,7,17,604,62,82,59,111,20
celery,6,23,667,64,111,58,110,21
celery,6,23,744,62,115,59,134,19
celery,7,15,724,65,102,56,120,20
celery,7,21,781,67,95,55,116,20
celery,7,24,609,65,108,60,110,20
celery,6,23,663,62,99,42,100,18
celery,6,16,692,61,88,52,133,20
celery,6,21,706,70,100,55,144,18
celery,6,17,693,70,100,47,103,20
celery,7,18,604,68,92,55,106,20
celery,7,16,623,69,81,59,139,19
celery,7,20,790,64,80,56,113,18
celery,7,17,751,64,84,45,111,19
celery,6,20,715,65,83,51,147,19
celery,6,21,700,67,110,58,102,20
celery,7,15,733,67,89,52,107,21
celery,6,18,725,62,110,50,109,19
celery,7,21,764,70,95,56,120,20
celery,6,20,727,62,81,55,111,19
celery,7,16,730,62,88,40,102,20
celery,6,20,714,68,106,47,112,21
celery,7,15,746,63,101,47,125,18
celery,7,17,617,63,105,53,110,21
celery,7,19,678,68,90,51,110,21
celery,6,21,696,68,112,59,131,18
celery,6,20,673,68,92,41,129,18
celery,6,21,678,66,98,50,129,20
celery,6,18,783,60,110,44,112,19
celery,7,16,631,70,108,60,142,18
celery,7,16,778,68,97,42,150,19
celery,6,22,611,62,117,48,135,21
celery,7,19,739,65,80,54,112,19
celery,7,18,626,63,104,42,104,20
celery,6,24,636,69,116,49,101,18
celery,6,16,746,61,97,52,147,20
celery,7,25,775,65,101,49,125,20
celery,6,20,631,69,85,54,112,19
celery,7,21,774,66,83,52,132,19
celery,6,24,660,70,81,60,130,18
celery,7,25,746,60,104,45,150,19
celery,7,22,771,62,85,47,106,20
celery,6,15,744,61,117,45,125,18
celery,7,19,770,62,86,40,139,20
celery,6,22,725,65,80,47,103,21
celery,7,25,660,61,92,59,107,19
celery,6,21,720,65,88,47,147,21
celery,6,21,743,67,106,41,145,21
celery,7,18,774,61,98,58,143,18
celery,6,22,678,66,120,57,147,18
celery,7,19,611,69,120,50,145,21
celery,7,19,720,60,84,53,108,18
celery,6,24,770,67,110,50,148,21
celery,7,20,612,65,110,57,100,18
celery,6,21,686,65,88,50,131,18
celery,7,19,678,60,89,42,148,19
celery,6,25,695,60,102,43,148,19
celery,7,21,618,60,85,59,145,20
celery,6,20,787,64,118,44,106,21
celery,6,24,613,63,85,44,124,18
celery,6,17,614,61,96,55,112,18
celery,7,23,691,68,85,59,134,20
celery,6,24,703,61,116,40,113,19
celery,6,21,708,67,100,56,143,18
celery,6,19,652,66,114,49,101,20
celery,6,15,630,62,106,41,140,20
celery,6,22,726,61,116,44,131,19
celery,6,24,787,70,93,45,148,19
celery,7,17,603,62,105,60,126,19
celery,7,22,795,63,104,45,147,20
celery,7,22,765,63,91,45,132,18
celery,7,19,683,61,115,55,147,21
celery,7,22,723,66,109,47,150,19
celery,7,24,693,65,91,44,123,19
celery,6,18,628,67,101,48,125,20
celery,6,25,720,67,110,40,123,21
celery,7,15,791,67,88,42,111,20
celery,7,18,717,68,102,57,143,18
celery,6,23,776,65,95,58,122,21
celery,6,19,800,61,111,43,120,18
celery,7,22,756,62,104,60,127,20
celery,7,18,615,63,119,44,113,20
celery,7,15,660,68,82,58,137,18
celery,6,15,693,60,84,43,134,21
celery,6,21,750,65,112,42,147,20
celery,6,15,740,66,81,58,100,19
celery,7,16,746,61,114,43,115,21
celery,6,25,702,67,118,41,131,18
celery,6,22,638,67,119,45,138,18
celery,6,17,670,62,88,47,150,18
celery,7,22,607,61,90,55,121,18
celery,6,15,629,62,117,43,111,21
celery,7,23,751,69,120,58,104,21
celery,6,23,690,65,104,40,121,18
celery,7,20,759,61,92,57,137,20
celery,7,23,765,70,100,45,106,20
celery,6,15,796,64,115,51,129,21
celery,6,15,717,64,103,49,136,18
celery,7,19,699,69,112,43,115,21
celery,7,18,627,66,96,44,131,19
celery,7,25,641,65,113,41,111,19
celery,7,23,787,69,81,43,150,20
celery,7,21,685,65,86,49,102,21
celery,6,19,602,67,90,45,128,20
celery,7,25,612,64,99,51,132,18
celery,7,17,631,67,92,46,148,21
celery,7,23,695,69,101,57,136,21
celery,6,17,673,66,89,51,106,20
celery,6,15,669,65,100,56,111,18
celery,7,25,771,67,81,60,134,20
celery,7,17,755,63,89,60,131,20
celery,7,23,684,62,106,42,145,19
celery,6,17,719,62,94,49,104,18
celery,6,16,734,61,104,44,128,21
celery,7,22,750,66,93,54,119,18
celery,6,22,612,63,83,43,133,21
celery,6,17,602,62,117,56,141,19
celery,7,21,765,64,84,51,132,18
celery,6,22,743,63,86,52,122,20
celery,7,18,785,66,86,56,118,18
celery,7,16,627,69,86,47,126,21
celery,6,19,631,65,88,47,108,21
celery,6,16,793,63,91,53,113,19
celery,6,15,769,68,105,51,142,21
